brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,used_price
Huawei,Android,20.32,yes,no,5,2,16,2,5100,310,2020,231,64.75
Huawei,Android,15.37,yes,yes,10.5,16,128,8,4000,189,2020,205,110.99
Huawei,Android,25.5,yes,no,8,8,64,4,7250,450,2020,211,169.54
Huawei,Android,16.71,yes,yes,10.5,16,256,8,4200,226,2020,120,470.34
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,161,104
Huawei,Android,25.6,yes,yes,13,8,128,6,7250,460,2020,139,178.12
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,93,75.35
Huawei,Android,16.74,yes,no,13,16,128,6,4000,206,2019,460,158.45
Huawei,Android,15.34,yes,no,13,16,128,8,4200,183,2019,223,138.57
Huawei,Android,25.6,yes,no,13,8,128,6,7250,460,2019,256,148.07
Huawei,Android,15.9,yes,no,13,32,64,6,4000,178,2019,206,147.9
Huawei,Android,15.32,yes,no,13,16,64,6,4000,163,2019,488,93.45
Huawei,Android,16.23,yes,no,13,8,64,4,4000,176,2019,516,110.53
Huawei,Android,16.59,yes,yes,13,16,512,12,4500,198,2019,289,291.25
Huawei,Android,16.81,yes,yes,13,16,128,6,4200,196,2019,477,217.12
Huawei,Android,16.81,yes,no,13,16,128,6,4200,196,2019,195,150.63
Huawei,Android,15.9,yes,no,13,32,128,6,4000,178,2019,244,171.31
Huawei,Android,16.74,yes,no,13,16,128,4,4000,163.5,2019,376,126.38
Huawei,Android,25.6,yes,no,13,8,64,4,7500,498,2019,205,139.3
Huawei,Android,20.42,yes,no,13,8,128,6,6100,340,2019,406,199.19
Huawei,Android,20.42,yes,no,13,8,64,4,6100,320,2019,462,148.59
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,333,227.74
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,284,216.71
Huawei,Android,15.34,yes,no,13,24,128,6,4000,178,2019,202,157.41
Huawei,Android,15.34,yes,no,13,16,64,4,4000,178,2019,445,155.04
Huawei,Android,16.74,yes,no,13,16,64,4,4000,196.8,2019,375,100.23
Huawei,Android,10.16,no,no,5,2,16,4,1700,136.1,2014,666,35.85
Huawei,Android,17.78,no,no,3.15,0.3,8,1,4100,350,2013,819,53.64
Infinix,Android,17.32,yes,no,,8,32,2,6000,209,2020,245,72.39
Infinix,Android,15.39,yes,no,,8,64,4,5000,185,2020,173,78.54
Infinix,Android,15.39,yes,no,,8,32,2,5000,185,2020,256,65.46
Infinix,Android,15.39,yes,no,,16,32,3,4000,178,2019,316,95.13
Infinix,Android,15.29,yes,no,,16,32,2,4000,165,2019,468,82.82
Lava,Android,14.5,yes,no,,5,32,2,3200,150,2020,356,54.05
Lava,Android,12.7,no,no,5,0.3,8,0.5,3000,147.6,2016,819,32.97
Lenovo,Android,25.43,yes,no,8,5,32,3,7000,520,2020,233,112.93
Lenovo,Android,25.43,no,no,8,5,64,4,7000,580,2019,419,183.99
Lenovo,Android,15.47,yes,no,8,5,16,2,4000,172,2019,267,51.45
Lenovo,Android,20.32,yes,no,13,5,16,2,5100,305,2019,461,119.03
Lenovo,Android,20.32,yes,no,5,2,16,2,5000,305,2019,423,86.81
Lenovo,Android,17.78,yes,no,2,2,32,1,3590,236,2019,528,49.21
Lenovo,Android,16.23,yes,no,8,16,64,6,4000,159,2019,254,83.4
Lenovo,Android,16.23,yes,yes,8,32,128,6,4000,185,2019,370,209.1
Lenovo,Android,15.32,yes,no,8,16,64,4,4050,164,2019,482,107.43
Lenovo,Android,25.43,yes,no,8,8,16,2,8400,655,2016,691,156.99
LG,Android,16.59,yes,no,5,16,64,4,4000,196.5,2020,273,131.51
LG,Android,15.44,yes,no,5,13,64,3,4000,219,2020,349,77.49
LG,Others,5.28,yes,no,2,13,8,1,1470,127,2020,343,48.21
LG,Android,15.44,yes,yes,5,10,128,8,5000,218,2020,352,113.8
LG,Android,15.44,yes,yes,5,10,128,8,5000,213,2020,142,239
LG,Android,15.37,yes,no,5,13,32,3,4000,196.5,2020,92,103.23
LG,Android,14.5,yes,no,8,8,32,3,3450,170,2020,166,68.77
LG,Android,25.43,yes,no,8,5,32,4,8200,498,2019,329,111.01
LG,Android,15.34,yes,yes,8,32,256,8,4000,192,2019,383,236.91
LG,Android,15.34,yes,no,8,16,64,4,4000,198,2019,443,109.61
LG,Android,13.84,yes,no,8,5,16,2,3000,148,2019,257,70.48
LG,Android,13.84,yes,no,8,5,16,1,3000,152,2019,380,59.7
LG,Android,15.27,yes,no,8,13,32,2,3500,186,2019,255,103.91
LG,Android,15.37,yes,no,8,13,32,3,4000,194,2019,512,94.69
LG,Android,15.8,yes,no,8,16,64,4,4050,172,2019,223,86.65
LG,Android,15.9,yes,no,8,16,32,3,4000,175,2019,200,97.74
LG,Android,15.72,yes,no,8,8,32,3,4000,164,2019,210,79.36
LG,Android,15.29,yes,no,13,5,32,3,3500,179,2019,216,91.62
LG,Android,15.29,yes,no,16,5,64,4,3300,172,2018,724,132.68
LG,Android,12.83,yes,no,13,5,16,2,4500,171,2018,628,78.15
LG,Android,7.62,no,no,2,1.3,4,0.5,1540,140.45,2014,750,20.65
Meizu,Android,15.39,yes,yes,,20,128,8,4500,199,2020,186,175.54
Meizu,Android,15.37,yes,no,,16,128,6,4500,183,2019,449,106.22
Meizu,Android,15.37,yes,no,,8,32,2,4000,184,2019,190,72.98
Meizu,Android,15.29,yes,no,,20,128,6,3600,166,2019,459,112.29
Meizu,Android,15.29,yes,no,,16,64,6,4000,165,2019,517,126.76
Meizu,Android,15.29,yes,no,,20,128,6,3600,165,2019,332,142.51
Micromax,Android,10.16,no,no,2,0.3,0.5,0.25,1500,146.5,2014,1016,20.98
Micromax,Android,7.75,no,no,0.3,0.3,0.5,0.25,1500,89,2014,956,10.88
Micromax,Android,10.03,no,no,2,0.3,0.2,0.25,2000,85,2013,680,17.4
Micromax,Android,10.16,no,no,2,0.3,16,4,2000,89,2013,733,22.39
Micromax,Android,7.75,no,no,0.3,0.3,16,4,2000,89,2013,1029,19.88
Motorola,Android,15.37,yes,no,,16,128,6,5000,210,2020,242,125.17
Motorola,Android,15.42,yes,yes,,25,256,12,5000,203,2020,220,178.91
Nokia,Android,16.56,yes,no,0.3,8,64,3,4000,200,2020,310,65.76
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,193,37.2
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,356,57.71
Nokia,Others,5.18,no,no,0.3,0,0.1,0.03,1020,90.5,2020,272,18.36
Nokia,Others,5.18,no,no,0.3,0,0.06,,1020,91.3,2020,288,15.32
Nokia,Android,17.3,yes,yes,0.3,24,64,6,4500,220,2020,284,203.17
Nokia,Others,5.18,no,no,0.3,0,0.06,0.02,1200,88.2,2020,266,29.1
Nokia,Others,5.18,yes,no,0.3,0,,0.02,1200,86.5,2019,234,15.2
OnePlus,Android,16.64,yes,yes,,16,128,8,4300,180,2020,110,276.15
OnePlus,Android,16.64,yes,yes,,16,128,8,4300,180,2020,208,197.98
OnePlus,Android,16.94,yes,yes,,16,256,12,4085,206,2019,458,302.9
OnePlus,Android,16.94,yes,yes,,16,128,6,4000,206,2019,294,290.32
Oppo,Android,16.64,yes,yes,,32,128,8,4000,172,2020,187,176.07
Oppo,Android,16.33,yes,yes,,32,128,8,4000,183,2020,271,149.85
Oppo,Android,16.69,yes,yes,,32,128,6,4000,184,2020,100,153.53
Oppo,Android,16.64,yes,yes,,16,128,8,4000,186,2020,186,166.77
Oppo,Android,15.29,yes,no,,8,64,3,4230,168,2020,273,97.35
Oppo,Android,15.34,yes,yes,,32,128,8,4025,180,2020,146,224.15
Oppo,Android,15.34,yes,yes,8,32,128,8,4025,181,2019,397,130.11
Oppo,Android,15.37,yes,no,8,8,128,4,4230,180,2019,411,96.58
Oppo,Android,15.34,yes,no,8,25,128,6,3600,169.5,2019,276,139.24
Oppo,Android,15.34,yes,no,8,32,128,4,4035,186,2019,205,140.02
Oppo,Android,16.59,yes,no,8,16,128,6,4020,190,2019,321,105.29
Oppo,Android,15.39,yes,yes,8,16,256,8,4065,215,2019,392,199.46
Oppo,Android,15.27,yes,no,8,5,32,2,4000,170,2019,296,75.34
Oppo,Android,15.29,yes,no,13,8,32,3,4230,168,2018,664,86.29
Oppo,Android,10.29,yes,no,8,5,8,1,2000,135,2015,1076,55.96
Others,Android,16.43,yes,yes,8,20,128,6,4000,171,2019,317,262.49
Realme,Android,15.37,yes,no,,16,64,4,4300,191,2020,289,110.24
Realme,Android,15.37,yes,no,,16,128,4,5000,199,2020,338,139.99
Realme,Android,15.37,yes,no,,5,32,3,5000,195,2020,111,89.87
Realme,Android,15.27,yes,no,,5,32,3,4000,166,2020,167,18.11
Realme,Android,15.27,yes,no,,5,32,2,4000,166,2019,399,72.87
Samsung,Android,20.32,yes,no,5,2,16,1.5,4200,313,2015,909,75.65
Others,Android,15.34,yes,no,2,8,256,8,3130,141,2020,135,136.41
Others,Android,12.93,yes,no,8,8,64,4,3090,173,2019,523,65.4
Others,Android,16.59,yes,yes,2,16,128,6,4500,210,2020,234,151.54
Others,Android,16.59,yes,no,8,24,128,6,3820,192,2019,414,153.9
Others,Android,17.78,yes,no,2,16,64,4,6000,220,2020,135,79.75
Others,Android,15.39,yes,no,2,8,32,2,5000,206.5,2020,153,59.4
Others,Android,15.39,yes,no,2,16,128,6,4000,203,2020,125,136.93
Others,Android,12.83,yes,no,2,5,16,2,2700,153,2020,123,37.69
Others,Android,12.7,yes,no,2,5,32,4,4000,234,2020,220,53.24
Others,Android,12.7,yes,no,13,5,16,2,4000,234,2020,173,73.24
Others,Android,15.42,yes,no,12,16,128,8,5000,159,2018,413,176.88
Vivo,Android,16.36,yes,no,,32,128,8,4500,176,2020,343,156.47
Vivo,Android,16.59,yes,no,,16,64,4,5000,204.1,2020,246,121.64
Vivo,Android,16.66,yes,yes,,32,128,8,4315,181.5,2020,145,259.91
Vivo,Android,16.21,yes,no,,16,128,8,4500,190.2,2020,300,127.4
Vivo,Android,16.43,yes,no,,8,128,4,5000,197,2020,118,124.37
Vivo,Android,16.69,yes,yes,,16,128,6,4500,198.1,2020,312,141.79
Vivo,Android,17.5,yes,yes,,16,256,8,4500,219.5,2020,226,236.72
Vivo,Android,16.36,yes,no,,32,128,8,4500,176,2020,199,179.94
Vivo,Android,16.36,yes,yes,13,32,128,8,4350,196.5,2019,279,197.95
Vivo,Android,16.21,yes,no,13,16,128,8,4500,198.5,2019,212,117.99
Vivo,Android,16.59,yes,no,13,16,128,8,5000,193,2019,188,158.27
Vivo,Android,16.21,yes,no,13,32,128,8,4500,186.7,2019,264,164.8
Vivo,Android,16.13,yes,no,13,8,64,3,5000,191.5,2019,230,82.91
Vivo,Android,16.21,yes,no,13,16,64,6,4500,198.5,2019,259,99.65
Vivo,Android,16.13,yes,no,13,8,64,4,5000,190,2019,349,98.85
Vivo,Android,16.13,yes,no,13,16,128,4,5000,190.5,2019,500,135.28
Vivo,Android,17.5,yes,yes,13,16,256,8,4500,218.5,2019,288,139.87
Vivo,Android,17.5,yes,no,13,16,128,8,4500,217.3,2019,391,196.07
Vivo,Android,16.28,yes,yes,13,12,128,8,4500,217,2019,204,135.79
Vivo,Android,16.28,yes,no,13,12,128,8,4500,215,2019,293,171.46
Vivo,Android,15.8,yes,no,8,5,16,2,4030,163.5,2019,456,52.78
Vivo,Android,16.21,yes,no,13,32,128,6,4500,179,2019,224,182.52
Vivo,Android,16.21,yes,no,13,12,64,6,4500,198.5,2019,451,113.94
Vivo,Android,16.59,yes,no,13,16,64,4,5000,204.1,2019,338,142.04
Vivo,Android,16.23,yes,no,13,16,128,6,3700,185,2019,455,116.26
Vivo,Android,15.9,yes,no,13,16,64,4,3260,150,2019,431,100.95
Vivo,Android,16.13,yes,no,13,20,128,4,5000,190.5,2019,334,116.96
Vivo,Android,16.59,yes,no,13,16,128,6,3940,189.5,2019,415,166.72
Vivo,Android,15.8,yes,no,13,5,16,2,4030,163.5,2019,266,80.01
Vivo,Android,10.29,no,no,5,2,4,0.5,1900,130,2013,931,29.35
Others,Android,12.93,yes,no,8,8,32,3,3400,145,2019,407,83.22
Others,Android,14.4,yes,no,13,8,16,2,2920,160,2019,233,92.16
Others,Android,15.21,yes,no,8,5,16,2,4000,185,2019,423,62.29
Others,Android,15.32,yes,no,8,16,128,6,4000,184,2019,470,128.76
Others,Android,15.9,yes,no,8,8,64,3,4000,178,2019,280,76.54
Xiaomi,Android,16.69,yes,yes,,20,128,8,4520,208,2020,318,128.06
Xiaomi,Android,16.69,yes,yes,,16,64,6,4520,205,2020,301,145.11
Xiaomi,Android,16.94,yes,yes,,16,128,6,4800,208,2020,319,167.49
Xiaomi,Android,16.94,yes,yes,,16,128,6,4500,208,2020,184,152.36
Xiaomi,Android,16.94,yes,no,,32,64,6,5020,209,2020,256,143.56
Xiaomi,Android,15.8,yes,no,,8,32,2,5000,188,2020,265,77.02
Xiaomi,Android,15.8,yes,no,,8,32,2,5000,188,2020,321,30.6
Xiaomi,Android,16.94,yes,no,,16,64,6,4500,208,2020,169,143.64
Xiaomi,Android,20.12,yes,yes,12,20,512,12,4050,241,2019,478,749.52
Xiaomi,Android,16.23,yes,no,12,20,128,8,4000,196,2019,382,212.85
Xiaomi,Android,16.23,yes,no,12,16,128,8,4000,191,2019,374,179.88
Xiaomi,Android,15.27,yes,no,12,32,64,4,4030,173.8,2019,396,120.59
Xiaomi,Android,16.23,yes,no,12,32,64,6,4030,179,2019,406,132.46
Xiaomi,Android,15.32,yes,no,12,13,32,3,4000,186,2019,338,108.57
ZTE,Android,16.89,yes,yes,,12,256,8,5100,215,2020,235,219.39
ZTE,Android,16.89,yes,yes,,12,128,6,5100,210,2020,278,104.8
ZTE,Android,15.24,yes,no,14.5,8,32,3,4000,160,2019,386,71.68
ZTE,Android,15.47,yes,no,16,5,32,3,3200,165,2019,325,82.11
ZTE,Android,15.32,yes,no,14.5,16,64,3,3200,165,2019,347,89.9
ZTE,Android,16.48,yes,no,14.5,8,128,4,5000,190,2019,343,96.85
ZTE,Android,16.89,yes,no,48,16,128,8,5000,215,2019,336,289.47
ZTE,Android,16.31,yes,no,14.5,8,128,6,4000,186,2019,330,189.41
ZTE,Android,13.84,yes,no,13,8,16,2,2600,157,2019,474,73.51
ZTE,Android,12.7,yes,no,8,5,16,1,2000,144,2019,349,44.88
ZTE,Android,12.7,no,no,8,5,16,1,2000,144,2019,385,50.98
ZTE,Android,16.89,yes,no,48,16,64,6,5000,215,2019,506,193.2
ZTE,Android,16.43,yes,no,14.5,20,128,6,4000,175,2019,333,152.89
ZTE,Android,13.84,yes,no,13,8,16,2,3200,135,2018,595,85.64
ZTE,Android,15.27,yes,no,16,5,32,2,3200,146,2019,420,76.65
Honor,Android,14.5,yes,no,13,5,64,3,3020,146,2020,138,87.04
Honor,Android,17.3,yes,yes,13,16,128,8,4300,213,2020,268,156.32
Honor,Android,16.69,yes,yes,13,8,128,8,4200,213,2020,195,151.11
Honor,Android,25.5,yes,yes,13,8,64,6,7250,480,2020,272,134.74
Honor,Android,15.32,yes,no,13,8,64,3,5000,185,2020,346,88.04
Honor,Android,16.23,yes,no,13,8,64,4,4000,176,2020,362,87.06
Honor,Android,13.84,yes,no,8,5,32,2,3020,144,2020,355,52.54
Honor,Android,15.77,yes,no,13,8,64,4,3400,164,2020,202,118.64
Honor,Android,15.32,yes,no,13,16,128,6,4000,165,2020,310,121.97
Honor,Android,16.23,yes,no,13,8,128,6,4000,176,2020,141,125.43
Honor,Android,15.47,yes,no,13,8,64,3,3020,150,2020,228,87.9
Honor,Android,15.32,yes,no,13,8,64,4,5000,185,2020,213,100.47
Honor,Android,16.69,yes,yes,13,16,128,8,4100,206,2019,504,176.36
Honor,Android,15.32,yes,no,13,16,64,4,4000,171.5,2019,371,121.17
Honor,Android,14.5,yes,no,13,5,32,2,3020,146,2019,201,68.04
Honor,Android,16.23,yes,no,13,8,64,4,4000,176,2019,354,82.76
Honor,Android,15.9,yes,no,13,32,128,6,3750,172,2019,311,177.72
Honor,Android,16.74,yes,no,13,16,64,4,4000,206,2019,524,107.7
Honor,Android,14.5,yes,no,13,5,32,2,3020,146,2019,388,57.73
Honor,Android,25.43,yes,no,5,2,32,3,5100,173,2019,234,93.69
Honor,Android,20.32,yes,no,8,8,32,3,5100,173,2019,251,73.3
Others,Android,20.32,no,no,8,0.3,16,1,5680,453.6,2013,1048,134.27
HTC,Android,15.29,yes,no,13,16,32,3,3850,170,2019,194,125.09
HTC,Android,12.88,yes,no,13,13,64,4,3075,150,2019,385,129.06
HTC,Android,15.29,yes,no,13,8,32,3,3300,160,2019,323,80.48
HTC,Android,15.24,yes,no,13,14.5,128,6,3930,180,2019,489,102.92
HTC,Android,15.29,yes,no,13,16,64,4,3850,170,2019,392,154.71
Huawei,Android,15.37,yes,yes,10.5,16,128,6,4000,192,2020,204,129.73
Huawei,Android,15.37,yes,yes,10.5,16,64,6,4000,182,2020,328,144.27
Huawei,Android,15.32,yes,no,10.5,16,128,4,4000,163,2020,134,157.43
Huawei,Android,15.32,yes,no,10.5,16,128,4,4000,163,2020,127,145.61
Huawei,Android,20.32,yes,no,5,2,16,2,5100,310,2020,240,67.91
Huawei,Android,15.37,yes,yes,10.5,16,128,8,4000,189,2020,102,136.55
Huawei,Android,25.5,yes,no,8,8,64,4,7250,450,2020,305,163.61
Huawei,Android,16.71,yes,yes,10.5,16,256,8,4200,226,2020,215,243.18
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,133,78.7
Huawei,Android,25.6,yes,yes,13,8,128,6,7250,460,2020,181,212.72
Huawei,Android,16.23,yes,no,10.5,8,64,4,4000,176,2020,202,104.69
Huawei,Android,16.74,yes,no,13,16,128,6,4000,206,2019,433,159.39
Huawei,Android,15.34,yes,no,13,16,128,8,4200,183,2019,505,147.72
Huawei,Android,25.6,yes,no,13,8,128,6,7250,460,2019,406,145.31
Huawei,Android,15.9,yes,no,13,32,64,6,4000,178,2019,351,154.03
Huawei,Android,15.32,yes,no,13,16,64,6,4000,163,2019,364,141.04
Huawei,Android,16.23,yes,no,13,8,64,4,4000,176,2019,253,81.7
Huawei,Android,16.59,yes,yes,13,16,512,12,4500,198,2019,488,401.8
Huawei,Android,16.81,yes,yes,13,16,128,6,4200,196,2019,269,252.17
Huawei,Android,16.81,yes,no,13,16,128,6,4200,196,2019,207,209.63
Huawei,Android,15.9,yes,no,13,32,128,6,4000,178,2019,223,183.97
Huawei,Android,16.74,yes,no,13,16,128,4,4000,163.5,2019,181,133.54
Huawei,Android,25.6,yes,no,13,8,64,4,7500,498,2019,518,152.26
Huawei,Android,20.42,yes,no,13,8,128,6,6100,340,2019,307,140.22
Huawei,Android,20.42,yes,no,13,8,64,4,6100,320,2019,274,150.98
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,520,215.49
Huawei,Android,16.23,yes,no,13,32,128,8,3500,171,2019,210,214.09
Huawei,Android,15.34,yes,no,13,24,128,6,4000,178,2019,539,177.72
Huawei,Android,15.34,yes,no,13,16,64,4,4000,178,2019,244,126.13
Huawei,Android,16.74,yes,no,13,16,64,4,4000,196.8,2019,330,129.24
Huawei,Android,10.16,no,no,5,2,16,4,1700,136.1,2014,610,52.41
Huawei,Android,17.78,no,no,3.15,0.3,8,1,4100,350,2013,835,76.34
Infinix,Android,17.32,yes,no,,8,32,2,6000,209,2020,320,81.87
Infinix,Android,15.39,yes,no,,8,64,4,5000,185,2020,173,89.65
Infinix,Android,15.39,yes,no,,8,32,2,5000,185,2020,329,79.1
Infinix,Android,15.39,yes,no,,16,32,3,4000,178,2019,356,82.93
Infinix,Android,15.29,yes,no,,16,32,2,4000,165,2019,497,83.37
Lava,Android,14.5,yes,no,,5,32,2,3200,150,2020,359,50.31
Lava,Android,12.7,no,no,5,0.3,8,0.5,3000,147.6,2016,704,33.42
Lenovo,Android,25.43,yes,no,8,5,32,3,7000,520,2020,212,108.14
Lenovo,Android,25.43,no,no,8,5,64,4,7000,580,2019,429,156.61
Lenovo,Android,15.47,yes,no,8,5,16,2,4000,172,2019,531,63.13
Lenovo,Android,20.32,yes,no,13,5,16,2,5100,305,2019,233,91.4
Lenovo,Android,20.32,yes,no,5,2,16,2,5000,305,2019,349,80.67
Lenovo,Android,17.78,yes,no,2,2,32,1,3590,236,2019,524,44.99
Lenovo,Android,16.23,yes,no,8,16,64,6,4000,159,2019,426,85.39
Lenovo,Android,16.23,yes,yes,8,32,128,6,4000,185,2019,401,210.18
Lenovo,Android,15.32,yes,no,8,16,64,4,4050,164,2019,424,93.79
Lenovo,Android,25.43,yes,no,8,8,16,2,8400,655,2016,902,129.93
LG,Android,16.59,yes,no,5,16,64,4,4000,196.5,2020,195,114.43
LG,Android,15.44,yes,no,5,13,64,3,4000,219,2020,126,112.23
LG,Others,5.28,yes,no,2,13,8,1,1470,127,2020,202,42.88
LG,Android,15.44,yes,yes,5,10,128,8,5000,218,2020,234,224.09
LG,Android,15.44,yes,yes,5,10,128,8,5000,213,2020,248,102.92
LG,Android,15.37,yes,no,5,13,32,3,4000,196.5,2020,205,68.91
LG,Android,14.5,yes,no,8,8,32,3,3450,170,2020,196,75.17
LG,Android,25.43,yes,no,8,5,32,4,8200,498,2019,392,151.71
LG,Android,15.34,yes,yes,8,32,256,8,4000,192,2019,471,326.72
LG,Android,15.34,yes,no,8,16,64,4,4000,198,2019,517,141.99
LG,Android,13.84,yes,no,8,5,16,2,3000,148,2019,438,78.87
LG,Android,13.84,yes,no,8,5,16,1,3000,152,2019,393,57.04
LG,Android,15.27,yes,no,8,13,32,2,3500,186,2019,273,81.15
LG,Android,15.37,yes,no,8,13,32,3,4000,194,2019,344,110.83
LG,Android,15.8,yes,no,8,16,64,4,4050,172,2019,289,93.83
LG,Android,15.9,yes,no,8,16,32,3,4000,175,2019,482,88.82
LG,Android,15.72,yes,no,8,8,32,3,4000,164,2019,516,60.7
LG,Android,15.29,yes,no,13,5,32,3,3500,179,2019,463,64.76
LG,Android,15.29,yes,no,16,5,64,4,3300,172,2018,693,146.85
LG,Android,12.83,yes,no,13,5,16,2,4500,171,2018,393,93.65
LG,Android,7.62,no,no,2,1.3,4,0.5,1540,140.45,2014,965,22.9
Meizu,Android,15.39,yes,yes,,20,128,8,4500,199,2020,318,173.05
Meizu,Android,15.37,yes,no,,16,128,6,4500,183,2019,348,115.5
Meizu,Android,15.37,yes,no,,8,32,2,4000,184,2019,198,75.14
Meizu,Android,15.29,yes,no,,20,128,6,3600,166,2019,405,130.96
Meizu,Android,15.29,yes,no,,16,64,6,4000,165,2019,499,122.19
Meizu,Android,15.29,yes,no,,20,128,6,3600,165,2019,226,184.72
Micromax,Android,10.16,no,no,2,0.3,0.5,0.25,1500,146.5,2014,900,22.62
Micromax,Android,7.75,no,no,0.3,0.3,0.5,0.25,1500,89,2014,757,4.82
Micromax,Android,10.03,no,no,2,0.3,0.2,0.25,2000,85,2013,652,30.11
Micromax,Android,10.16,no,no,2,0.3,16,4,2000,89,2013,1051,27.18
Micromax,Android,7.75,no,no,0.3,0.3,16,4,2000,89,2013,897,17.34
Motorola,Android,15.37,yes,no,,16,128,6,5000,210,2020,92,153.57
Motorola,Android,15.42,yes,yes,,25,256,12,5000,203,2020,188,281.41
Nokia,Android,16.56,yes,no,0.3,8,64,3,4000,200,2020,296,64.12
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,293,40.07
Nokia,Android,13.84,yes,no,0.3,5,16,2,3000,180,2020,260,53.96
Nokia,Others,5.18,no,no,0.3,0,0.06,0.03,1020,90.5,2020,322,12.42
Nokia,Others,5.18,no,no,0.3,0,0.1,0.03,1020,91.3,2020,148,13
Nokia,Android,17.3,yes,yes,0.3,24,64,6,4500,220,2020,127,99.75
Nokia,Others,5.18,no,no,0.3,0,0.1,,1200,88.2,2020,327,21.39
Nokia,Others,5.18,yes,no,0.3,0,0.1,0.03,1200,86.5,2019,414,16.27
OnePlus,Android,16.64,yes,yes,,16,128,8,4300,180,2020,186,240.55
OnePlus,Android,16.64,yes,yes,,16,128,8,4300,180,2020,232,187.76
OnePlus,Android,16.94,yes,yes,,16,256,12,4085,206,2019,280,160.75
OnePlus,Android,16.94,yes,yes,,16,128,6,4000,206,2019,523,209.04
Oppo,Android,16.64,yes,yes,,32,128,8,4000,172,2020,293,194.41
Oppo,Android,16.33,yes,yes,,32,128,8,4000,183,2020,281,155.69
Oppo,Android,16.69,yes,yes,,32,128,6,4000,184,2020,122,168.35
Oppo,Android,16.64,yes,yes,,16,128,8,4000,186,2020,200,163.09
Oppo,Android,15.29,yes,no,,8,64,3,4230,168,2020,267,91.38
Oppo,Android,15.34,yes,yes,,32,128,8,4025,180,2020,218,201.78
Oppo,Android,15.34,yes,yes,8,32,128,8,4025,181,2019,330,134.32
Oppo,Android,15.37,yes,no,8,8,128,4,4230,180,2019,277,91.32
Oppo,Android,15.34,yes,no,8,25,128,6,3600,169.5,2019,344,154.04
Oppo,Android,15.34,yes,no,8,32,128,4,4035,186,2019,463,162.93
Oppo,Android,16.59,yes,no,8,16,128,6,4020,190,2019,336,153.28
